Slot ID,Zone Rank,Zone ID,Zone,Category,Wave,Priority Tier,Suggested Sourcing Focus,Projected Monthly GMV (GHS),Projected Annual GMV (GHS),Ops Rationale
145,2,1,East Corridor (Spintex / Sakumono),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18221.0,218651.0,East Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
146,2,1,East Corridor (Spintex / Sakumono),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18221.0,218651.0,East Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
147,2,1,East Corridor (Spintex / Sakumono),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18221.0,218651.0,East Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
148,2,1,East Corridor (Spintex / Sakumono),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18221.0,218651.0,East Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
149,2,1,East Corridor (Spintex / Sakumono),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18221.0,218651.0,East Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
150,2,1,East Corridor (Spintex / Sakumono),Computers & Games,2,High,Cluster-fill around proven tech corridors,16703.0,200430.0,East Corridor: Complementary to electronics corridors and student/office catchments.
151,2,1,East Corridor (Spintex / Sakumono),Computers & Games,2,High,Cluster-fill around proven tech corridors,16703.0,200430.0,East Corridor: Complementary to electronics corridors and student/office catchments.
152,2,1,East Corridor (Spintex / Sakumono),Computers & Games,2,High,Cluster-fill around proven tech corridors,16703.0,200430.0,East Corridor: Complementary to electronics corridors and student/office catchments.
153,2,1,East Corridor (Spintex / Sakumono),Computers & Games,2,High,Cluster-fill around proven tech corridors,16703.0,200430.0,East Corridor: Complementary to electronics corridors and student/office catchments.
154,2,1,East Corridor (Spintex / Sakumono),Computers & Games,2,High,Cluster-fill around proven tech corridors,16703.0,200430.0,East Corridor: Complementary to electronics corridors and student/office catchments.
155,2,1,East Corridor (Spintex / Sakumono),Computers & Games,2,High,Cluster-fill around proven tech corridors,16703.0,200430.0,East Corridor: Complementary to electronics corridors and student/office catchments.
156,2,1,East Corridor (Spintex / Sakumono),Computers & Games,2,High,Cluster-fill around proven tech corridors,16703.0,200430.0,East Corridor: Complementary to electronics corridors and student/office catchments.
157,2,1,East Corridor (Spintex / Sakumono),Computers & Games,2,High,Cluster-fill around proven tech corridors,16703.0,200430.0,East Corridor: Complementary to electronics corridors and student/office catchments.
158,2,1,East Corridor (Spintex / Sakumono),Pharmacy & Health,2,High,Anchor + essential merchants,15184.0,182209.0,East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
159,2,1,East Corridor (Spintex / Sakumono),Pharmacy & Health,2,High,Anchor + essential merchants,15184.0,182209.0,East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
160,2,1,East Corridor (Spintex / Sakumono),Pharmacy & Health,2,High,Anchor + essential merchants,15184.0,182209.0,East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
161,2,1,East Corridor (Spintex / Sakumono),Pharmacy & Health,2,High,Anchor + essential merchants,15184.0,182209.0,East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
162,2,1,East Corridor (Spintex / Sakumono),Pharmacy & Health,2,High,Anchor + essential merchants,15184.0,182209.0,East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
163,2,1,East Corridor (Spintex / Sakumono),Pharmacy & Health,2,High,Anchor + essential merchants,15184.0,182209.0,East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
164,2,1,East Corridor (Spintex / Sakumono),Pharmacy & Health,3,Medium,Anchor + essential merchants,15184.0,182209.0,East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
165,2,1,East Corridor (Spintex / Sakumono),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13666.0,163988.0,East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
166,2,1,East Corridor (Spintex / Sakumono),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13666.0,163988.0,East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
167,2,1,East Corridor (Spintex / Sakumono),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13666.0,163988.0,East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
168,2,1,East Corridor (Spintex / Sakumono),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13666.0,163988.0,East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
169,2,1,East Corridor (Spintex / Sakumono),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13666.0,163988.0,East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
170,2,1,East Corridor (Spintex / Sakumono),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13666.0,163988.0,East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
171,2,1,East Corridor (Spintex / Sakumono),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13666.0,163988.0,East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
172,2,1,East Corridor (Spintex / Sakumono),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13666.0,163988.0,East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
173,2,1,East Corridor (Spintex / Sakumono),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13666.0,163988.0,East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
174,2,1,East Corridor (Spintex / Sakumono),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13666.0,163988.0,East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
175,2,1,East Corridor (Spintex / Sakumono),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13666.0,163988.0,East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
176,2,1,East Corridor (Spintex / Sakumono),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13666.0,163988.0,East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
177,2,1,East Corridor (Spintex / Sakumono),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13666.0,163988.0,East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
178,2,1,East Corridor (Spintex / Sakumono),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13666.0,163988.0,East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
179,2,1,East Corridor (Spintex / Sakumono),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13666.0,163988.0,East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
180,2,1,East Corridor (Spintex / Sakumono),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13666.0,163988.0,East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
181,2,1,East Corridor (Spintex / Sakumono),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13666.0,163988.0,East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
182,2,1,East Corridor (Spintex / Sakumono),Auto & More,3,Medium,Selective specialist sourcing,13666.0,163988.0,East Corridor: Niche but valuable in transport corridors; keep targeted rather than broad.
183,2,1,East Corridor (Spintex / Sakumono),Auto & More,3,Medium,Selective specialist sourcing,13666.0,163988.0,East Corridor: Niche but valuable in transport corridors; keep targeted rather than broad.
184,2,1,East Corridor (Spintex / Sakumono),Auto & More,3,Medium,Selective specialist sourcing,13666.0,163988.0,East Corridor: Niche but valuable in transport corridors; keep targeted rather than broad.
185,2,1,East Corridor (Spintex / Sakumono),Auto & More,3,Medium,Selective specialist sourcing,13666.0,163988.0,East Corridor: Niche but valuable in transport corridors; keep targeted rather than broad.
186,2,1,East Corridor (Spintex / Sakumono),Auto & More,4,Build Pipeline,Selective specialist sourcing,13666.0,163988.0,East Corridor: Niche but valuable in transport corridors; keep targeted rather than broad.
187,2,1,East Corridor (Spintex / Sakumono),Baby & Kids,4,Build Pipeline,Whitespace fill in residential corridors,10629.0,127546.0,East Corridor: Fill underserved family clusters; especially useful in Tema and East corridors.
188,2,1,East Corridor (Spintex / Sakumono),Baby & Kids,4,Build Pipeline,Whitespace fill in residential corridors,10629.0,127546.0,East Corridor: Fill underserved family clusters; especially useful in Tema and East corridors.
189,2,1,East Corridor (Spintex / Sakumono),Baby & Kids,4,Build Pipeline,Whitespace fill in residential corridors,10629.0,127546.0,East Corridor: Fill underserved family clusters; especially useful in Tema and East corridors.
190,2,1,East Corridor (Spintex / Sakumono),Baby & Kids,4,Build Pipeline,Whitespace fill in residential corridors,10629.0,127546.0,East Corridor: Fill underserved family clusters; especially useful in Tema and East corridors.
191,2,1,East Corridor (Spintex / Sakumono),Bakery,4,Build Pipeline,Whitespace fill in residential corridors,7592.0,91105.0,East Corridor: Small basket but useful for daily frequency around dense traffic nodes.
192,2,1,East Corridor (Spintex / Sakumono),Bakery,4,Build Pipeline,Whitespace fill in residential corridors,7592.0,91105.0,East Corridor: Small basket but useful for daily frequency around dense traffic nodes.
193,2,1,East Corridor (Spintex / Sakumono),Bakery,4,Build Pipeline,Whitespace fill in residential corridors,7592.0,91105.0,East Corridor: Small basket but useful for daily frequency around dense traffic nodes.
194,2,1,East Corridor (Spintex / Sakumono),Bakery,4,Build Pipeline,Whitespace fill in residential corridors,7592.0,91105.0,East Corridor: Small basket but useful for daily frequency around dense traffic nodes.
195,2,1,East Corridor (Spintex / Sakumono),Bakery,4,Build Pipeline,Whitespace fill in residential corridors,7592.0,91105.0,East Corridor: Small basket but useful for daily frequency around dense traffic nodes.
196,2,1,East Corridor (Spintex / Sakumono),Bakery,4,Build Pipeline,Whitespace fill in residential corridors,7592.0,91105.0,East Corridor: Small basket but useful for daily frequency around dense traffic nodes.
197,2,1,East Corridor (Spintex / Sakumono),Spas & Salons,4,Build Pipeline,Selective specialist sourcing,6833.0,81994.0,East Corridor: Service category; keep selective because marketplace fit is lower than essentials.
198,3,2,North-East Corridor (East Legon / Madina / Haatso),Supermarkets,1,High,Anchor + essential merchants,22707.0,272480.0,North-East Corridor: High-frequency anchor category; use for basket building and repeat purchase.
199,3,2,North-East Corridor (East Legon / Madina / Haatso),Supermarkets,1,High,Anchor + essential merchants,22707.0,272480.0,North-East Corridor: High-frequency anchor category; use for basket building and repeat purchase.
200,3,2,North-East Corridor (East Legon / Madina / Haatso),Supermarkets,1,High,Anchor + essential merchants,22707.0,272480.0,North-East Corridor: High-frequency anchor category; use for basket building and repeat purchase.
201,3,2,North-East Corridor (East Legon / Madina / Haatso),Supermarkets,1,High,Anchor + essential merchants,22707.0,272480.0,North-East Corridor: High-frequency anchor category; use for basket building and repeat purchase.
202,3,2,North-East Corridor (East Legon / Madina / Haatso),Supermarkets,1,High,Anchor + essential merchants,22707.0,272480.0,North-East Corridor: High-frequency anchor category; use for basket building and repeat purchase.
203,3,2,North-East Corridor (East Legon / Madina / Haatso),Supermarkets,1,High,Anchor + essential merchants,22707.0,272480.0,North-East Corridor: High-frequency anchor category; use for basket building and repeat purchase.
204,3,2,North-East Corridor (East Legon / Madina / Haatso),Supermarkets,1,High,Anchor + essential merchants,22707.0,272480.0,North-East Corridor: High-frequency anchor category; use for basket building and repeat purchase.
205,3,2,North-East Corridor (East Legon / Madina / Haatso),Supermarkets,1,High,Anchor + essential merchants,22707.0,272480.0,North-East Corridor: High-frequency anchor category; use for basket building and repeat purchase.
206,3,2,North-East Corridor (East Legon / Madina / Haatso),Supermarkets,1,High,Anchor + essential merchants,22707.0,272480.0,North-East Corridor: High-frequency anchor category; use for basket building and repeat purchase.
207,3,2,North-East Corridor (East Legon / Madina / Haatso),Supermarkets,1,High,Anchor + essential merchants,22707.0,272480.0,North-East Corridor: High-frequency anchor category; use for basket building and repeat purchase.
208,3,2,North-East Corridor (East Legon / Madina / Haatso),Supermarkets,1,High,Anchor + essential merchants,22707.0,272480.0,North-East Corridor: High-frequency anchor category; use for basket building and repeat purchase.
209,3,2,North-East Corridor (East Legon / Madina / Haatso),Supermarkets,1,High,Anchor + essential merchants,22707.0,272480.0,North-East Corridor: High-frequency anchor category; use for basket building and repeat purchase.
210,3,2,North-East Corridor (East Legon / Madina / Haatso),Supermarkets,1,High,Anchor + essential merchants,22707.0,272480.0,North-East Corridor: High-frequency anchor category; use for basket building and repeat purchase.
211,3,2,North-East Corridor (East Legon / Madina / Haatso),Supermarkets,1,High,Anchor + essential merchants,22707.0,272480.0,North-East Corridor: High-frequency anchor category; use for basket building and repeat purchase.
212,3,2,North-East Corridor (East Legon / Madina / Haatso),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19679.0,236150.0,North-East Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
213,3,2,North-East Corridor (East Legon / Madina / Haatso),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19679.0,236150.0,North-East Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
214,3,2,North-East Corridor (East Legon / Madina / Haatso),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19679.0,236150.0,North-East Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
215,3,2,North-East Corridor (East Legon / Madina / Haatso),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19679.0,236150.0,North-East Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
216,3,2,North-East Corridor (East Legon / Madina / Haatso),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19679.0,236150.0,North-East Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
217,3,2,North-East Corridor (East Legon / Madina / Haatso),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19679.0,236150.0,North-East Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
218,3,2,North-East Corridor (East Legon / Madina / Haatso),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19679.0,236150.0,North-East Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
219,3,2,North-East Corridor (East Legon / Madina / Haatso),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19679.0,236150.0,North-East Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
220,3,2,North-East Corridor (East Legon / Madina / Haatso),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19679.0,236150.0,North-East Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
221,3,2,North-East Corridor (East Legon / Madina / Haatso),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19679.0,236150.0,North-East Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
222,3,2,North-East Corridor (East Legon / Madina / Haatso),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19679.0,236150.0,North-East Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
223,3,2,North-East Corridor (East Legon / Madina / Haatso),Electronics & Appliances,1,High,Cluster-fill around proven tech corridors,19679.0,236150.0,North-East Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
224,3,2,North-East Corridor (East Legon / Madina / Haatso),Electronics & Appliances,2,High,Cluster-fill around proven tech corridors,19679.0,236150.0,North-East Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
225,3,2,North-East Corridor (East Legon / Madina / Haatso),Electronics & Appliances,2,High,Cluster-fill around proven tech corridors,19679.0,236150.0,North-East Corridor: High-ticket but slower frequency; onboard selectively in proven demand corridors.
226,3,2,North-East Corridor (East Legon / Madina / Haatso),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18165.0,217984.0,North-East Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
227,3,2,North-East Corridor (East Legon / Madina / Haatso),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18165.0,217984.0,North-East Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
228,3,2,North-East Corridor (East Legon / Madina / Haatso),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18165.0,217984.0,North-East Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
229,3,2,North-East Corridor (East Legon / Madina / Haatso),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18165.0,217984.0,North-East Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
230,3,2,North-East Corridor (East Legon / Madina / Haatso),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18165.0,217984.0,North-East Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
231,3,2,North-East Corridor (East Legon / Madina / Haatso),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18165.0,217984.0,North-East Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
232,3,2,North-East Corridor (East Legon / Madina / Haatso),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18165.0,217984.0,North-East Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
233,3,2,North-East Corridor (East Legon / Madina / Haatso),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18165.0,217984.0,North-East Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
234,3,2,North-East Corridor (East Legon / Madina / Haatso),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18165.0,217984.0,North-East Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
235,3,2,North-East Corridor (East Legon / Madina / Haatso),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18165.0,217984.0,North-East Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
236,3,2,North-East Corridor (East Legon / Madina / Haatso),Mobile Phones & Accessories,2,High,Cluster-fill around proven tech corridors,18165.0,217984.0,North-East Corridor: Strategic fit with telecom footprint and higher GMV per merchant.
237,3,2,North-East Corridor (East Legon / Madina / Haatso),Computers & Games,2,High,Cluster-fill around proven tech corridors,16652.0,199819.0,North-East Corridor: Complementary to electronics corridors and student/office catchments.
238,3,2,North-East Corridor (East Legon / Madina / Haatso),Computers & Games,2,High,Cluster-fill around proven tech corridors,16652.0,199819.0,North-East Corridor: Complementary to electronics corridors and student/office catchments.
239,3,2,North-East Corridor (East Legon / Madina / Haatso),Computers & Games,2,High,Cluster-fill around proven tech corridors,16652.0,199819.0,North-East Corridor: Complementary to electronics corridors and student/office catchments.
240,3,2,North-East Corridor (East Legon / Madina / Haatso),Computers & Games,2,High,Cluster-fill around proven tech corridors,16652.0,199819.0,North-East Corridor: Complementary to electronics corridors and student/office catchments.
241,3,2,North-East Corridor (East Legon / Madina / Haatso),Computers & Games,2,High,Cluster-fill around proven tech corridors,16652.0,199819.0,North-East Corridor: Complementary to electronics corridors and student/office catchments.
242,3,2,North-East Corridor (East Legon / Madina / Haatso),Computers & Games,2,High,Cluster-fill around proven tech corridors,16652.0,199819.0,North-East Corridor: Complementary to electronics corridors and student/office catchments.
243,3,2,North-East Corridor (East Legon / Madina / Haatso),Pharmacy & Health,2,High,Anchor + essential merchants,15138.0,181654.0,North-East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
244,3,2,North-East Corridor (East Legon / Madina / Haatso),Pharmacy & Health,2,High,Anchor + essential merchants,15138.0,181654.0,North-East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
245,3,2,North-East Corridor (East Legon / Madina / Haatso),Pharmacy & Health,2,High,Anchor + essential merchants,15138.0,181654.0,North-East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
246,3,2,North-East Corridor (East Legon / Madina / Haatso),Pharmacy & Health,2,High,Anchor + essential merchants,15138.0,181654.0,North-East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
247,3,2,North-East Corridor (East Legon / Madina / Haatso),Pharmacy & Health,2,High,Anchor + essential merchants,15138.0,181654.0,North-East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
248,3,2,North-East Corridor (East Legon / Madina / Haatso),Pharmacy & Health,2,High,Anchor + essential merchants,15138.0,181654.0,North-East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
249,3,2,North-East Corridor (East Legon / Madina / Haatso),Pharmacy & Health,3,Medium,Anchor + essential merchants,15138.0,181654.0,North-East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
250,3,2,North-East Corridor (East Legon / Madina / Haatso),Pharmacy & Health,3,Medium,Anchor + essential merchants,15138.0,181654.0,North-East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
251,3,2,North-East Corridor (East Legon / Madina / Haatso),Pharmacy & Health,3,Medium,Anchor + essential merchants,15138.0,181654.0,North-East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
252,3,2,North-East Corridor (East Legon / Madina / Haatso),Pharmacy & Health,3,Medium,Anchor + essential merchants,15138.0,181654.0,North-East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
253,3,2,North-East Corridor (East Legon / Madina / Haatso),Pharmacy & Health,3,Medium,Anchor + essential merchants,15138.0,181654.0,North-East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
254,3,2,North-East Corridor (East Legon / Madina / Haatso),Pharmacy & Health,3,Medium,Anchor + essential merchants,15138.0,181654.0,North-East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
255,3,2,North-East Corridor (East Legon / Madina / Haatso),Pharmacy & Health,3,Medium,Anchor + essential merchants,15138.0,181654.0,North-East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
256,3,2,North-East Corridor (East Legon / Madina / Haatso),Pharmacy & Health,3,Medium,Anchor + essential merchants,15138.0,181654.0,North-East Corridor: Very underrepresented in current map; strong convenience and repeat demand driver.
257,3,2,North-East Corridor (East Legon / Madina / Haatso),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13624.0,163488.0,North-East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
258,3,2,North-East Corridor (East Legon / Madina / Haatso),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13624.0,163488.0,North-East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
259,3,2,North-East Corridor (East Legon / Madina / Haatso),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13624.0,163488.0,North-East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
260,3,2,North-East Corridor (East Legon / Madina / Haatso),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13624.0,163488.0,North-East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
261,3,2,North-East Corridor (East Legon / Madina / Haatso),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13624.0,163488.0,North-East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
262,3,2,North-East Corridor (East Legon / Madina / Haatso),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13624.0,163488.0,North-East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
263,3,2,North-East Corridor (East Legon / Madina / Haatso),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13624.0,163488.0,North-East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
264,3,2,North-East Corridor (East Legon / Madina / Haatso),Restaurants & Fast Food,3,Medium,Anchor + essential merchants,13624.0,163488.0,North-East Corridor: Good demand generation and order frequency; cluster around dense residential/work nodes.
265,3,2,North-East Corridor (East Legon / Madina / Haatso),Auto & More,3,Medium,Selective specialist sourcing,13624.0,163488.0,North-East Corridor: Niche but valuable in transport corridors; keep targeted rather than broad.
266,3,2,North-East Corridor (East Legon / Madina / Haatso),Auto & More,3,Medium,Selective specialist sourcing,13624.0,163488.0,North-East Corridor: Niche but valuable in transport corridors; keep targeted rather than broad.
267,3,2,North-East Corridor (East Legon / Madina / Haatso),Auto & More,3,Medium,Selective specialist sourcing,13624.0,163488.0,North-East Corridor: Niche but valuable in transport corridors; keep targeted rather than broad.
268,3,2,North-East Corridor (East Legon / Madina / Haatso),Auto & More,3,Medium,Selective specialist sourcing,13624.0,163488.0,North-East Corridor: Niche but valuable in transport corridors; keep targeted rather than broad.
269,3,2,North-East Corridor (East Legon / Madina / Haatso),Home & Office,3,Medium,Whitespace fill in residential corridors,12110.0,145323.0,North-East Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
270,3,2,North-East Corridor (East Legon / Madina / Haatso),Home & Office,3,Medium,Whitespace fill in residential corridors,12110.0,145323.0,North-East Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
271,3,2,North-East Corridor (East Legon / Madina / Haatso),Home & Office,4,Build Pipeline,Whitespace fill in residential corridors,12110.0,145323.0,North-East Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
272,3,2,North-East Corridor (East Legon / Madina / Haatso),Home & Office,4,Build Pipeline,Whitespace fill in residential corridors,12110.0,145323.0,North-East Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
273,3,2,North-East Corridor (East Legon / Madina / Haatso),Home & Office,4,Build Pipeline,Whitespace fill in residential corridors,12110.0,145323.0,North-East Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
274,3,2,North-East Corridor (East Legon / Madina / Haatso),Home & Office,4,Build Pipeline,Whitespace fill in residential corridors,12110.0,145323.0,North-East Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
275,3,2,North-East Corridor (East Legon / Madina / Haatso),Home & Office,4,Build Pipeline,Whitespace fill in residential corridors,12110.0,145323.0,North-East Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
276,3,2,North-East Corridor (East Legon / Madina / Haatso),Home & Office,4,Build Pipeline,Whitespace fill in residential corridors,12110.0,145323.0,North-East Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
277,3,2,North-East Corridor (East Legon / Madina / Haatso),Home & Office,4,Build Pipeline,Whitespace fill in residential corridors,12110.0,145323.0,North-East Corridor: Useful fill category for mixed-use corridors; add where electronics already convert.
278,3,2,North-East Corridor (East Legon / Madina / Haatso),Baby & Kids,4,Build Pipeline,Whitespace fill in residential corridors,10596.0,127158.0,North-East Corridor: Fill underserved family clusters; especially useful in Tema and East corridors.
279,3,2,North-East Corridor (East Legon / Madina / Haatso),Baby & Kids,4,Build Pipeline,Whitespace fill in residential corridors,10596.0,127158.0,North-East Corridor: Fill underserved family clusters; especially useful in Tema and East corridors.
280,3,2,North-East Corridor (East Legon / Madina / Haatso),Baby & Kids,4,Build Pipeline,Whitespace fill in residential corridors,10596.0,127158.0,North-East Corridor: Fill underserved family clusters; especially useful in Tema and East corridors.
281,3,2,North-East Corridor (East Legon / Madina / Haatso),Spas & Salons,4,Build Pipeline,Selective specialist sourcing,6812.0,81744.0,North-East Corridor: Service category; keep selective because marketplace fit is lower than essentials.
282,3,2,North-East Corridor (East Legon / Madina / Haatso),Spas & Salons,4,Build Pipeline,Selective specialist sourcing,6812.0,81744.0,North-East Corridor: Service category; keep selective because marketplace fit is lower than essentials.
283,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Supermarkets,1,High,Anchor + essential merchants,22875.0,274496.0,North-West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
284,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Supermarkets,1,High,Anchor + essential merchants,22875.0,274496.0,North-West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
285,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Supermarkets,1,High,Anchor + essential merchants,22875.0,274496.0,North-West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
286,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Supermarkets,1,High,Anchor + essential merchants,22875.0,274496.0,North-West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
287,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Supermarkets,1,High,Anchor + essential merchants,22875.0,274496.0,North-West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
288,4,3,North-West Corridor (Achimota / Lapaz / Atomic),Supermarkets,1,High,Anchor + essential merchants,22875.0,274496.0,North-West Corridor: High-frequency anchor category; use for basket building and repeat purchase.
