WKT,Name,Category,Latitude,Longitude
"POINT (-0.240125165 5.634388637)",KingsTech Refrigeration and AC Services,Electronics & Appliances,5.634388637,-0.240125165
"POINT (-0.2375185 5.6569289)",KUKS Cosmetics,Spas & Salons,5.6569289,-0.2375185
"POINT (-0.1589021 5.6423858)",Compuville Systems East Legon,Computers & Games,5.6423858,-0.1589021
"POINT (-0.2403866 5.6343786)",Compuville Systems Achimota,Computers & Games,5.6343786,-0.2403866
"POINT (-0.240081 5.6342354)",Maxrene,Home & Office,5.6342354,-0.240081
"POINT (-0.2375031405 5.659177436)",Gold Collection,Fashion & Footwear,5.659177436,-0.2375031405
"POINT (-0.240081 5.6342354)",Future Phones,Mobile Phones & Accessories,5.6342354,-0.240081
"POINT (-0.2372628 5.6617458)",Abibek Enterprise,Fashion & Footwear,5.6617458,-0.2372628
"POINT (-0.2374911442 5.661837408)",Jerkals Ventures,Home & Office,5.661837408,-0.2374911442
"POINT (-0.2374849 5.6618638)",Juslau Cosmetics,Spas & Salons,5.6618638,-0.2374849
"POINT (-0.2380234 5.6641716)",Chicken-N-Tingz,Restaurants & Fast Food,5.6641716,-0.2380234
"POINT (-0.2389774 5.6770222)",Jermac Fashion,Fashion & Footwear,5.6770222,-0.2389774
"POINT (-0.177924 5.6674198)",Christopher Phone and Accessories,Mobile Phones & Accessories,5.6674198,-0.177924
"POINT (-0.177924 5.6674198)",Edlink Beads and Gift shop,Fashion & Footwear,5.6674198,-0.177924
"POINT (-0.2387495 5.6665349)",NasaJ Beauty Store,Spas & Salons,5.6665349,-0.2387495
"POINT (-0.2382762976 5.664514637)",P & J Enterprise,Auto & More,5.664514637,-0.2382762976
"POINT (-0.2381622503 5.664455686)",Jehovah's Good Memories Atomic Down,Home & Office,5.664455686,-0.2381622503
"POINT (-0.2381407926 5.664430996)",Jehovah's Good Memories Atomic Roundabout,Home & Office,5.664430996,-0.2381407926
"POINT (-0.2401215 5.6703832)",The Favor of God Battery Specialist,Auto & More,5.6703832,-0.2401215
"POINT (-0.0808336 5.6255391)",Ladies Secret Lingerie GH,Fashion & Footwear,5.6255391,-0.0808336
"POINT (-0.0791664 5.6251649)",Global Curtains Decor,Home & Office,5.6251649,-0.0791664
"POINT (-0.0950436 5.6318768)",SoleMate,Fashion & Footwear,5.6318768,-0.0950436
"POINT (-0.0986786 5.6343347)",Caretta Furniture,Home & Office,5.6343347,-0.0986786
"POINT (-0.1085578 5.5796108)",Whyte Collection,Fashion & Footwear,5.5796108,-0.1085578
"POINT (-0.0752016 5.614949)",Prettyz Cosmetics & Wigs,Spas & Salons,5.614949,-0.0752016
"POINT (-0.1070034853 5.580841272)",Hajia Samira Trading,Home & Office,5.580841272,-0.1070034853
"POINT (-0.104766435 5.582863472)",More Blessings Curtains Decor,Home & Office,5.582863472,-0.104766435
"POINT (-0.1057654 5.5845688)",Osbert Phones & Accessories,Mobile Phones & Accessories,5.5845688,-0.1057654
"POINT (-0.0348789 5.6859677)",Nestford Decor,Home & Office,5.6859677,-0.0348789
"POINT (-0.104756392 5.583140473)",AMEF Electricals,Electronics & Appliances,5.583140473,-0.104756392
"POINT (-0.07712798347 5.607125614)",Jaysco Phones,Mobile Phones & Accessories,5.607125614,-0.07712798347
"POINT (-0.164688 5.667676354)",Nana B Old Price,Fashion & Footwear,5.667676354,-0.164688
"POINT (-0.1031523423 5.584577168)",Messiah Productions,Electronics & Appliances,5.584577168,-0.1031523423
"POINT (-0.1026717411 5.585030272)",MISTIC Man Boutique,Fashion & Footwear,5.585030272,-0.1026717411
"POINT (-0.1015136786 5.585673346)",New Joy Fashion &amp; Designing,Fashion & Footwear,5.585673346,-0.1015136786
"POINT (-0.0799954 5.6098724)",Borga Goods Enterprise,Electronics & Appliances,5.6098724,-0.0799954
"POINT (-0.0986393 5.5888745)",Sussana Evergreen Ventures,Mobile Phones & Accessories,5.5888745,-0.0986393
"POINT (-0.1003193 5.5921612)",Mackieyo's Klodin,Fashion & Footwear,5.5921612,-0.1003193
"POINT (-0.08124854848 5.598976054)",Yesu Do Wo Electricals,Electronics & Appliances,5.598976054,-0.08124854848
"POINT (-0.0804403 5.6005532)",Tryx Electricals,Electronics & Appliances,5.6005532,-0.0804403
"POINT (-0.0992253 5.58922)",Fel's Collections,Fashion & Footwear,5.58922,-0.0992253
"POINT (-0.08150833679 5.598177476)",The Affordable Hardware Hub,Home & Office,5.598177476,-0.08150833679
"POINT (-0.08109980365 5.599137443)",Elvis World Enterprise,Computers & Games,5.599137443,-0.08109980365
"POINT (-0.100636 5.5927385)",The Computer Shop,Computers & Games,5.5927385,-0.100636
"POINT (-0.1006997 5.5942899)",Serwaa Nnuane Fiee Enterprise,Supermarkets,5.5942899,-0.1006997
"POINT (-0.08211742087 5.599026637)",Gamgam Enterprise,Home & Office,5.599026637,-0.08211742087
"POINT (-0.1073099859 5.609142092)",Delesla Enterprise,Home & Office,5.609142092,-0.1073099859
"POINT (-0.1643354 5.6641965)",Authentic Men Apparel,Fashion & Footwear,5.6641965,-0.1643354
"POINT (-0.0891046 5.5946263)",GHPOS Business System Enterprise,Computers & Games,5.5946263,-0.0891046
"POINT (-0.0844192 5.5962795)",Bofak Electricals,Electronics & Appliances,5.5962795,-0.0844192
"POINT (-0.08486 5.5962371)",Bofak Hardware and Plumbing,Home & Office,5.5962371,-0.08486
"POINT (-0.0849344313 5.596118978)",Ascotech Computers,Computers & Games,5.596118978,-0.0849344313
"POINT (-0.1647624 5.6752081)",Papa Thomp's Enterprise,Electronics & Appliances,5.6752081,-0.1647624
"POINT (-0.1656119 5.6678153)",SK Flamingo Technologies,Mobile Phones & Accessories,5.6678153,-0.1656119
"POINT (-0.09866903621 5.588920521)",AHDMOR Electricals,Electronics & Appliances,5.588920521,-0.09866903621
"POINT (-0.08938687055 5.591468744)",Hans-Premade,Fashion & Footwear,5.591468744,-0.08938687055
"POINT (6.870209536E-4 5.648980547)",Grace and Love Enterprise,Home & Office,5.648980547,0.0006870209536
"POINT (-1.328036701E-4 5.648994734)",Gloria's Boutique,Fashion & Footwear,5.648994734,-0.0001328036701
"POINT (-9.582570431E-4 5.649342501)",Real Best Enterprise,Auto & More,5.649342501,-0.0009582570431
"POINT (-5.919748688E-4 5.649300713)",Promma Ventures,Auto & More,5.649300713,-0.0005919748688
"POINT (0.001685403076 5.649292496)",Prince DAP Ventures,Auto & More,5.649292496,0.001685403076
"POINT (0.001991814733 5.648664812)",Samwill Enterprise,Home & Office,5.648664812,0.001991814733
"POINT (-0.003272216585 5.642855464)",Mobile Phone Dot.Com,Mobile Phones & Accessories,5.642855464,-0.003272216585
"POINT (0.002097599983 5.649983135)",Ameyaw Faive Venture,Home & Office,5.649983135,0.002097599983
"POINT (0.0019045 5.6496285)",El-Dorado PC Ghana,Electronics & Appliances,5.6496285,0.0019045
"POINT (0.002030831912 5.649391038)",Enhanced Mohammed Enterprise,Auto & More,5.649391038,0.002030831912
"POINT (0.002519260119 5.649054063)",Geomens Jeho Enterprise,Home & Office,5.649054063,0.002519260119
"POINT (-0.006984106117 5.651570656)",Esther Plus Enterprise,Fashion & Footwear,5.651570656,-0.006984106117
"POINT (-0.1832948 5.5622186)",Kingbett Ventures,Mobile Phones & Accessories,5.5622186,-0.1832948
"POINT (0.002322872405 5.649657933)",Goddey K. A Enterprise,Auto & More,5.649657933,0.002322872405
"POINT (-0.0071453 5.6520559)",Direct Foreign Computers,Computers & Games,5.6520559,-0.0071453
"POINT (0.001755908616 5.653062246)",Posh Unique Enterprise,Electronics & Appliances,5.653062246,0.001755908616
"POINT (0.001985244792 5.649799879)",Posh Unique Enterprise Mankoadze Roundabout,Electronics & Appliances,5.649799879,0.001985244792
"POINT (-0.007218538063 5.65488247)",Ellekine Trendy Treasures,Fashion & Footwear,5.65488247,-0.007218538063
"POINT (0.002608035582 5.649416065)",One Step Filter Home,Auto & More,5.649416065,0.002608035582
"POINT (0.002721399965 5.649735449)",Enjami Enterprise,Electronics & Appliances,5.649735449,0.002721399965
"POINT (0.002740175428 5.649648701)",Mrross 64 Enterprise,Auto & More,5.649648701,0.002740175428
"POINT (-0.0984519 5.588684)",Bervin Gadget,Mobile Phones & Accessories,5.588684,-0.0984519
"POINT (-8.639220901E-4 5.648059326)",More Charis Electricals Engineering,Electronics & Appliances,5.648059326,-0.0008639220901
"POINT (-0.2061501614 5.667809367)",Tots & Teens Palace,Baby & Kids,5.667809367,-0.2061501614
"POINT (-0.2300370067 5.64879431)",Rich Robes Ventures,Electronics & Appliances,5.64879431,-0.2300370067
"POINT (-0.2598317 5.6534516)",Ayipaala Couture,Fashion & Footwear,5.6534516,-0.2598317
"POINT (-0.2293205252 5.648223817)",Smart Donjay Enterprise,Electronics & Appliances,5.648223817,-0.2293205252
"POINT (-0.2071503883 5.543376843)",Rich Robe Ventures,Electronics & Appliances,5.543376843,-0.2071503883
"POINT (-0.247465957 5.643933806)",Inspire Events & Gifts,Home & Office,5.643933806,-0.247465957
"POINT (-0.2291142 5.6481824)",Connie-Avoi,Fashion & Footwear,5.6481824,-0.2291142
"POINT (-0.2755722 5.6460629)",Precious Pet Shop,Supermarkets,5.6460629,-0.2755722
"POINT (-0.2345669761 5.646037227)",Baby Boss,Baby & Kids,5.646037227,-0.2345669761
"POINT (-0.2308876 5.6399934)",Hidden Treasure Closet,Fashion & Footwear,5.6399934,-0.2308876
"POINT (-0.2356639257 5.647876128)",Snatched By Babs,Spas & Salons,5.647876128,-0.2356639257
"POINT (-0.2390713 5.6313121)",Ricjoy Enterprise,Electronics & Appliances,5.6313121,-0.2390713
"POINT (-0.245578389 5.631361082)",Kookas Luxury,Fashion & Footwear,5.631361082,-0.245578389
"POINT (-0.2367698896 5.648366238)",Sandis Plus Fashion Wholesale Store,Fashion & Footwear,5.648366238,-0.2367698896
"POINT (-0.2458800724 5.631087023)",Greenfort Essentials,Spas & Salons,5.631087023,-0.2458800724
"POINT (-0.2364674706 5.648404274)",AD's Closet,Fashion & Footwear,5.648404274,-0.2364674706
"POINT (-0.2462496129 5.630587551)",Stick Collections,Fashion & Footwear,5.630587551,-0.2462496129
"POINT (-0.2365278939 5.648701938)",Tankus Collection,Fashion & Footwear,5.648701938,-0.2365278939
"POINT (-0.2368752632 5.649381253)",Fear God Herbal Shop,Pharmacy & Health,5.649381253,-0.2368752632
"POINT (-0.236953 5.6495772)",Fear God Cosmetics,Spas & Salons,5.6495772,-0.236953
"POINT (-0.2370589473 5.649869475)",House of Adira,Baby & Kids,5.649869475,-0.2370589473
"POINT (-0.2490878 5.6073193)",L-Queency Beauty Store,Spas & Salons,5.6073193,-0.2490878
"POINT (-0.1935883 5.6674288)",iPhone Home Ghana (Haatso),Mobile Phones & Accessories,5.6674288,-0.1935883
"POINT (-0.2145181 5.5735383)",iPhone Home Ghana (Circle),Mobile Phones & Accessories,5.5735383,-0.2145181
"POINT (-0.2491085 5.6072503)",Sweet Baby Mothercare,Baby & Kids,5.6072503,-0.2491085
"POINT (-0.2372330976 5.655390932)",Gyekye Home Goods,Supermarkets,5.655390932,-0.2372330976
"POINT (-0.2380847012 5.655762719)",Veranty Fashion,Fashion & Footwear,5.655762719,-0.2380847012
"POINT (-0.2373942 5.6551074)",Bolars Phones,Mobile Phones & Accessories,5.6551074,-0.2373942
"POINT (-0.1713176 5.6912668)",Reboot IT Solution,Computers & Games,5.6912668,-0.1713176
"POINT (-0.2371503491 5.654401078)",Glory Packaging,Supermarkets,5.654401078,-0.2371503491
"POINT (-0.2371574804 5.654244658)",Fakano Enterprise,Electronics & Appliances,5.654244658,-0.2371574804
"POINT (-0.2371978196 5.65405804)",Ralphlily Enterprise,Auto & More,5.65405804,-0.2371978196
"POINT (-0.2374901638 5.653693993)",A. Reeko Cold Store,Supermarkets,5.653693993,-0.2374901638
"POINT (-0.1709115976 5.709490709)",Safoa's Beauty Collection,Spas & Salons,5.709490709,-0.1709115976
"POINT (-0.1715381662 5.709218975)",Kanta Collections,Fashion & Footwear,5.709218975,-0.1715381662
"POINT (-0.1715690116 5.709222978)",Krystal Klothin,Fashion & Footwear,5.709222978,-0.1715690116
"POINT (-0.2372577613 5.653014382)",Gratia Bakes & Events,Bakery,5.653014382,-0.2372577613
"POINT (-0.1717217 5.7100822)",Luciano Import and Export,Fashion & Footwear,5.7100822,-0.1717217
"POINT (-0.1716170294 5.710329914)",Azaglo Solid Furnitures,Home & Office,5.710329914,-0.1716170294
"POINT (-0.2375601926 5.651791621)",Painim Ventures,Mobile Phones & Accessories,5.651791621,-0.2375601926
"POINT (-0.1741385 5.7179826)",Pepper Dem,Restaurants & Fast Food,5.7179826,-0.1741385
"POINT (-0.2374426749 5.651415809)",Obaapa Christy Kitchen,Restaurants & Fast Food,5.651415809,-0.2374426749
"POINT (-0.2373065528 5.65139579)",TP Books and Stationery,Home & Office,5.65139579,-0.2373065528
"POINT (-0.2372059 5.6505663)",Blessed Ralph Phone and Accessories,Mobile Phones & Accessories,5.6505663,-0.2372059
"POINT (-0.1825707 5.7728576)",Premium Phones & Laptops Hub,Mobile Phones & Accessories,5.7728576,-0.1825707
"POINT (-0.2372059 5.6505663)",Mat's Shop (Makola Annex),Fashion & Footwear,5.6505663,-0.2372059
"POINT (-0.2370185288 5.650535663)",Angy Cosmetics,Spas & Salons,5.650535663,-0.2370185288
"POINT (-0.2359241 5.6479175)",Bekma's Flavour,Bakery,5.6479175,-0.2359241
"POINT (-0.2001803337 5.61185735)",Ralphlily Enterprise Dzorwulu,Auto & More,5.61185735,-0.2001803337
"POINT (-0.4434668663 5.566265678)",Ralphlily Enterprise Kasoa,Auto & More,5.566265678,-0.4434668663
"POINT (-0.2581769589 5.649532734)",Ralphlily Enterprise Ofankor,Auto & More,5.649532734,-0.2581769589
"POINT (-0.1767832742 5.743776159)",Jajwilvin Clothingz,Fashion & Footwear,5.743776159,-0.1767832742
"POINT (-1.6344885 6.7332483)",Ralphlily Enterprise Kumasi,Auto & More,6.7332483,-1.6344885
"POINT (-0.2095449 5.5807012)",PC14 Technology,Computers & Games,5.5807012,-0.2095449
"POINT (-0.1416067 5.6859285)",Deeflo Boutique,Fashion & Footwear,5.6859285,-0.1416067
"POINT (-0.1418674 5.6856854)",Rose-Waitrose,Supermarkets,5.6856854,-0.1418674
"POINT (-0.1434601258 5.685759632)",Classic Cuisine GH,Restaurants & Fast Food,5.685759632,-0.1434601258
"POINT (-0.1486472 5.6856925)",Olive Shoes,Fashion & Footwear,5.6856925,-0.1486472
"POINT (-0.1416232 5.6855667)",Emabel Hair & Cosmetics,Spas & Salons,5.6855667,-0.1416232
"POINT (-0.14345647 5.686046123)",Classy Diamonds,Supermarkets,5.686046123,-0.14345647
"POINT (-0.1461002105 5.685672425)",Osei-Kay Auto Parts and Lubricants,Auto & More,5.685672425,-0.1461002105
"POINT (-0.1399831 5.6854175)",Hakadam Clothing,Fashion & Footwear,5.6854175,-0.1399831
"POINT (-0.144723 5.6857337)",Bombay Fabrics,Fashion & Footwear,5.6857337,-0.144723
"POINT (-0.1448176 5.685737)",Delna Eatery,Restaurants & Fast Food,5.685737,-0.1448176
"POINT (-0.1461357 5.6862757)",The Kenkey Boss,Restaurants & Fast Food,5.6862757,-0.1461357
"POINT (-0.148644284 5.68581017)",Sinana Clothing & Fabrics,Fashion & Footwear,5.68581017,-0.148644284
"POINT (-0.1666077 5.7063235)",Smart Tech Shop,Computers & Games,5.7063235,-0.1666077
"POINT (-0.2789992399 5.587235112)",Fatigunis Lawani Ventures,Fashion & Footwear,5.587235112,-0.2789992399
"POINT (-0.2820685 5.5883018)",Adutwumwaa Fabrics,Fashion & Footwear,5.5883018,-0.2820685
"POINT (-0.2799152 5.587133)",D-T Deecute,Fashion & Footwear,5.587133,-0.2799152
"POINT (-0.2801338773 5.58726974)",Destiny Collections,Fashion & Footwear,5.58726974,-0.2801338773
"POINT (-0.2801493 5.5872317)",iTems GH,Mobile Phones & Accessories,5.5872317,-0.2801493
"POINT (-0.2802013595 5.587337778)",Veenegs Collection,Fashion & Footwear,5.587337778,-0.2802013595
"POINT (-0.2799233908 5.587142238)",Sadi's Bridals Collection,Fashion & Footwear,5.587142238,-0.2799233908
"POINT (-0.0094502 5.6588074)",Hilfra Beauty Parlour,Spas & Salons,5.6588074,-0.0094502
"POINT (-0.2846622 5.5898619)",Adjouapam Couture,Fashion & Footwear,5.5898619,-0.2846622
"POINT (-0.2853163 5.5903249)",Lion Ba Cuisine,Restaurants & Fast Food,5.5903249,-0.2853163
"POINT (-0.2030876 5.5909293)",Saytech Deals,Mobile Phones & Accessories,5.5909293,-0.2030876
"POINT (-0.2865251073 5.591002685)",Akoyie,Fashion & Footwear,5.591002685,-0.2865251073
"POINT (-0.2678976374 5.590945011)",Sabato Sneakers,Fashion & Footwear,5.590945011,-0.2678976374
"POINT (-0.2794123816 5.586879004)",Bags and Luggages,Fashion & Footwear,5.586879004,-0.2794123816
"POINT (-0.2754465055 5.585246313)",Fausty's Collection,Fashion & Footwear,5.585246313,-0.2754465055
"POINT (-0.2638594 5.5825875)",Food Station Ablekuma,Restaurants & Fast Food,5.5825875,-0.2638594
"POINT (-0.2637593896 5.582405397)",Food Station Annex,Restaurants & Fast Food,5.582405397,-0.2637593896
"POINT (-0.3061417785 5.625074763)",Obaa Yaa's Kitchen,Restaurants & Fast Food,5.625074763,-0.3061417785
"POINT (-0.2678394325 5.591208605)",Maya Fabrics,Fashion & Footwear,5.591208605,-0.2678394325
"POINT (-0.2676593 5.590961)",K-Du Enterprise,Home & Office,5.590961,-0.2676593
"POINT (-0.2677636153 5.590481303)",Fawusa Ventures,Home & Office,5.590481303,-0.2677636153
"POINT (-0.2673603472 5.589922287)",Kofi Essen Ventures,Fashion & Footwear,5.589922287,-0.2673603472
"POINT (-0.2665408307 5.588742296)",Paulina's Collections,Fashion & Footwear,5.588742296,-0.2665408307
"POINT (-0.267560438 5.590515338)",Kiki's Nails and Beauty Store,Spas & Salons,5.590515338,-0.267560438
"POINT (-0.2663053 5.5883611)",Bags Gallore,Fashion & Footwear,5.5883611,-0.2663053
"POINT (-0.0180828 5.6355706)",Little George Health Shop,Pharmacy & Health,5.6355706,-0.0180828
"POINT (2.326595245E-4 5.642421988)",De-Kelisas Hair Bank,Spas & Salons,5.642421988,0.0002326595245
"POINT (-0.0811038 5.629781)",Alvins Creations,Home & Office,5.629781,-0.0811038
"POINT (-0.0872742 5.6274508)",Baatsona Total,Supermarkets,5.6274508,-0.0872742
"POINT (-0.1312753 5.5924186)",Muscly Hub Ventures,Pharmacy & Health,5.5924186,-0.1312753
